has_3ds_auth,has_delivery_proof,has_avs_cvv_match,has_ip_device_fingerprint,has_prior_comms,has_signed_receipt,has_usage_logs,days_remaining,days_since_transaction,repeat_dispute_count,transaction_amount_inr,evidence_completeness_score,outcome,fraud_code_3ds,evidence_density,deadline_urgency,high_value_flag,repeat_fraud_signal,full_evidence_with_comms,merchant_category_woe,reason_code_amex_A01,reason_code_amex_A02,reason_code_amex_A08,reason_code_amex_C02,reason_code_amex_C04,reason_code_amex_C05,reason_code_amex_C08,reason_code_amex_C14,reason_code_amex_C18,reason_code_amex_C28,reason_code_amex_C31,reason_code_amex_F10,reason_code_amex_F14,reason_code_amex_F24,reason_code_amex_F29,reason_code_amex_F30,reason_code_amex_F31,reason_code_amex_M10,reason_code_amex_M49,reason_code_amex_P05,reason_code_amex_P08,reason_code_amex_R03,reason_code_amex_R13,reason_code_disc_AA,reason_code_disc_AP,reason_code_disc_CD,reason_code_disc_DP,reason_code_disc_IC,reason_code_disc_RG,reason_code_disc_RM,reason_code_disc_UA,reason_code_disc_UD,reason_code_disc_nan,reason_code_mc_4808,reason_code_mc_4812,reason_code_mc_4834,reason_code_mc_4837,reason_code_mc_4841,reason_code_mc_4850,reason_code_mc_4853,reason_code_mc_4855,reason_code_mc_4863,reason_code_mc_4870,reason_code_mc_4871,reason_code_rupay_1062,reason_code_rupay_1065,reason_code_rupay_1085,reason_code_rupay_ru01,reason_code_rupay_ru02,reason_code_visa_10.1,reason_code_visa_10.2,reason_code_visa_10.3,reason_code_visa_10.4,reason_code_visa_10.5,reason_code_visa_11.1,reason_code_visa_11.2,reason_code_visa_11.3,reason_code_visa_12.1,reason_code_visa_12.5,reason_code_visa_12.6.1,reason_code_visa_13.1,reason_code_visa_13.2,reason_code_visa_13.3,reason_code_visa_13.4,reason_code_visa_13.5,reason_code_visa_13.6,reason_code_visa_13.7,reason_code_visa_13.8,reason_code_visa_13.9,network_amex,network_disc,network_mc,network_rupay,network_visa
1,0,1,0,0,0,1,0.8863636363636365,0.42857142857142855,0.0,0.4753829957626001,0,0,1,0.42857142857142855,0.11363636363636369,0,1.0,0,0.023616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,0,0,0,0.18181818181818182,0.09243697478991597,0.0,0.025899458133654695,1,1,1,0.42857142857142855,0.8181818181818182,0,1.0,0,0.023616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,0,1,1,0.09090909090909091,0.1764705882352941,0.125,0.0066433307546384605,2,1,1,0.5714285714285714,0.9090909090909091,0,0.4375,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,1,0,0,1,0.09090909090909091,0.6302521008403361,0.0,0.19623663738188432,2,0,1,0.7142857142857142,0.9090909090909091,0,1.0,0,-0.053963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,1,0,0.20454545454545456,0.15126050420168066,0.0,0.2643368201032669,2,1,1,0.8571428571428571,0.7954545454545454,0,1.0,1,0.023616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,1,1,0,0.7727272727272728,0.2689075630252101,0.0,0.10739745007076519,2,1,1,0.8571428571428571,0.22727272727272727,0,1.0,1,-0.067801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,0,0,0.7727272727272728,0.7226890756302521,0.0,0.05229593204500717,0,1,1,0.2857142857142857,0.22727272727272727,0,1.0,0,0.023616,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,1,1,1,0,1,0.7954545454545455,0.7394957983193278,0.25,0.045102990349894005,2,1,1,0.7142857142857142,0.2045454545454545,0,0.25,1,-0.053963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,0,1,0,0.7045454545454546,0.3025210084033613,0.0,0.15507488002260403,0,0,0,0.2857142857142857,0.2954545454545454,0,1.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,1,1,1,0,0,0,0.7954545454545455,0.09243697478991597,0.5,0.25574508537352353,2,1,1,0.5714285714285714,0.2045454545454545,0,0.1,0,-0.00596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0,0,1,0.4545454545454546,0.8319327731092437,0.5,0.20696707185367313,1,0,0,0.42857142857142855,0.5454545454545454,0,0.1,0,-0.053963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,1,1,0,1,0.24999999999999997,0.06722689075630252,0.25,0.1311034005581215,0,0,0,0.42857142857142855,0.75,0,0.25,0,0.104974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,1,0,0,0.4090909090909091,0.058823529411764705,0.0,0.06303930254388676,1,1,1,0.42857142857142855,0.5909090909090908,0,1.0,0,-0.067801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,1,0,1,0,0.5909090909090909,0.6134453781512605,0.375,0.016037269374892024,1,0,0,0.2857142857142857,0.4090909090909091,0,0.15625,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,0,0,1,0.27272727272727276,0.7647058823529411,0.625,0.06395724983468268,2,1,1,0.7142857142857142,0.7272727272727273,0,0.0625,0,-0.053963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,1,1,0,1,0.4545454545454546,0.6218487394957983,0.375,0.03970305009391386,2,0,0,0.5714285714285714,0.5454545454545454,0,0.15625,1,0.104974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,1,1,0,0,0.5,0.4705882352941176,0.375,0.4339487307799999,2,1,1,0.7142857142857142,0.5,0,0.15625,1,-0.067801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,1,0,0,0.6136363636363636,0.7647058823529411,0.0,0.04097758918411967,2,1,1,0.7142857142857142,0.38636363636363635,0,1.0,1,-0.067801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,1,0,0,0,0,0.11363636363636362,0.680672268907563,0.0,0.11848958266844709,0,1,1,0.42857142857142855,0.8863636363636364,0,1.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,0,1,0,0.22727272727272727,0.7058823529411765,0.125,0.06796231190633636,1,1,1,0.5714285714285714,0.7727272727272727,0,0.4375,0,-0.067801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,1,0,0,1,0.09090909090909091,0.7899159663865546,0.125,0.3327484887401245,1,0,1,0.7142857142857142,0.9090909090909091,0,0.4375,0,-0.053963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0,0,0,0.06818181818181818,0.5126050420168067,0.375,0.19262220928619514,2,0,0,0.2857142857142857,0.9318181818181818,0,0.15625,0,0.104974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,0,1,0.9772727272727273,0.03361344537815126,0.0,0.2136808699137797,2,1,1,0.8571428571428571,0.02272727272727276,0,1.0,1,-0.067801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,1,0,0,1,1,1,0.75,0.3109243697478991,0.125,0.1378391558221058,2,1,1,0.7142857142857142,0.25,0,0.4375,1,0.023616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,1,0,0,0.36363636363636365,0.03361344537815126,0.25,0.08372639281437737,0,0,1,0.5714285714285714,0.6363636363636364,0,0.25,0,-0.053963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,1,0,0,0,0,0.22727272727272727,0.957983193277311,0.0,0.08392094385338716,0,0,0,0.2857142857142857,0.7727272727272727,0,1.0,0,0.104974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
