session_id,cart_value,payment_method,device,diagnosis,duration_sec,attempt_count,events_count,sequence_entropy,mean_inter_event_time,is_returning_customer,assigned_action,realized_outcome,realized_rto,true_propensity_score,pi_0_none,pi_0_wa,pi_0_sms,pi_0_email
sess_42_000019,3132.83,cod,mobile_android,genuine_browse_abandon,567,2,9,0.582,63.0,1,none,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000020,1237.95,cod,mobile_ios,genuine_browse_abandon,205,1,9,0.837,22.78,0,sms,0,0,0.17598207275468647,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000021,2116.85,card,mobile_android,price_shock_breakdown,397,1,10,0.578,39.7,0,none,0,0,0.32171299457016933,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000022,608.3,upi,desktop,genuine_browse_abandon,259,1,10,0.69,25.9,0,none,0,0,0.6211771553301298,0.6211771553301298,0.05635192016168885,0.16929052393388763,0.15318040057429372
sess_42_000023,1960.98,upi,mobile_android,upi_app_switch_abort,600,2,12,0.554,50.0,0,email,1,0,0.10958892060978828,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000024,1905.68,cod,mobile_android,otp_timeout,298,1,7,0.661,42.57,1,email,0,0,0.12526242218073758,0.2282430144379751,0.18686957509559202,0.45962498828569537,0.12526242218073758
sess_42_000025,2706.24,card,mobile_android,otp_timeout,318,1,4,0.434,79.5,1,sms,1,0,0.36489272043655063,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000026,1647.72,netbanking,mobile_android,price_shock_breakdown,542,1,10,0.759,54.2,0,none,0,0,0.32171299457016933,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000027,6896.52,upi,desktop,price_shock_breakdown,33,3,8,0.594,4.12,1,email,0,0,0.24833287763768827,0.10096461356355876,0.5000810046968293,0.1506215041019237,0.24833287763768827
sess_42_000028,505.82,cod,mobile_android,genuine_browse_abandon,539,1,4,0.685,134.75,1,none,0,0,0.6784017024227375,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000029,748.98,upi,mobile_android,genuine_browse_abandon,44,1,10,0.545,4.4,1,none,0,0,0.6784017024227375,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000030,882.08,cod,mobile_android,price_shock_breakdown,143,2,12,0.535,11.92,1,sms,1,0,0.3631189468483686,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000031,1754.43,cod,mobile_android,genuine_browse_abandon,600,1,4,0.589,150.0,1,email,0,0,0.07772002399982632,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000032,1007.74,card,mobile_android,otp_timeout,518,2,8,0.686,64.75,1,whatsapp,1,0,0.13562242514266395,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000033,750.92,card,mobile_ios,genuine_browse_abandon,600,1,10,0.732,60.0,0,sms,0,0,0.18488603235859524,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000034,1238.48,netbanking,mobile_ios,otp_timeout,443,1,10,0.73,44.3,0,sms,1,0,0.6078175404546194,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000035,599.07,card,mobile_ios,upi_app_switch_abort,313,1,9,0.446,34.78,0,whatsapp,1,1,0.3397850697075843,0.22776474356861084,0.3397850697075843,0.30745024516137914,0.12499994156242572
sess_42_000036,2374.48,cod,mobile_android,price_shock_breakdown,416,1,10,0.728,41.6,0,sms,0,0,0.23833084820766,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000037,2275.6,netbanking,mobile_ios,upi_app_switch_abort,197,2,12,0.769,16.42,1,whatsapp,1,0,0.5427974771347435,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000038,698.04,upi,mobile_android,upi_app_switch_abort,361,1,7,0.453,51.57,1,none,0,0,0.22776474356861084,0.22776474356861084,0.3397850697075843,0.30745024516137914,0.12499994156242572
sess_42_000039,3474.55,upi,mobile_android,price_shock_breakdown,400,1,4,0.444,100.0,0,whatsapp,0,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000040,664.7,upi,mobile_ios,otp_timeout,89,3,13,0.726,6.85,1,sms,0,0,0.647434897682398,0.17644659353817646,0.0792825650965213,0.647434897682398,0.09683594368290428
sess_42_000041,1206.34,upi,mobile_ios,genuine_browse_abandon,156,1,5,0.477,31.2,0,sms,0,0,0.17598207275468647,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000042,2141.63,upi,mobile_ios,upi_app_switch_abort,235,2,10,0.45,23.5,1,whatsapp,1,0,0.5427974771347435,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000043,1898.95,cod,mobile_android,genuine_browse_abandon,233,1,4,0.58,58.25,1,none,0,0,0.7014242657747766,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000044,559.92,upi,mobile_android,upi_app_switch_abort,600,2,11,0.787,54.55,0,sms,0,0,0.30745024516137914,0.22776474356861084,0.3397850697075843,0.30745024516137914,0.12499994156242572
sess_42_000045,2525.03,upi,mobile_android,otp_timeout,443,1,6,0.455,73.83,0,whatsapp,0,0,0.4456809751737707,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000046,1744.7,upi,mobile_android,upi_app_switch_abort,309,2,6,0.905,51.5,0,whatsapp,0,0,0.5427974771347435,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000047,7486.48,card,mobile_android,otp_timeout,547,2,12,0.795,45.58,1,sms,1,1,0.36489272043655063,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000048,2824.95,card,mobile_android,price_shock_breakdown,481,2,10,0.931,48.1,0,whatsapp,0,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000049,5447.83,upi,mobile_android,vpa_validation_failure,353,2,7,0.897,50.43,1,whatsapp,0,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000050,891.69,card,mobile_android,otp_timeout,424,1,9,0.637,47.11,0,whatsapp,1,0,0.13562242514266395,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000051,553.75,card,mobile_android,otp_timeout,284,1,6,0.447,47.33,1,sms,1,0,0.647434897682398,0.17644659353817646,0.0792825650965213,0.647434897682398,0.09683594368290428
sess_42_000052,4886.21,card,mobile_android,otp_timeout,150,1,6,0.766,25.0,1,sms,0,0,0.36489272043655063,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000053,2347.52,upi,desktop,price_shock_breakdown,600,2,12,0.762,50.0,0,sms,1,0,0.19593432373852326,0.2644836726048936,0.21654091644863488,0.19593432373852326,0.32304108720794833
sess_42_000054,7123.12,card,mobile_android,genuine_browse_abandon,283,2,9,0.836,31.44,1,whatsapp,1,1,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000055,4202.49,upi,mobile_android,otp_timeout,136,1,10,0.9,13.6,1,whatsapp,0,0,0.4456809751737707,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000056,4028.58,upi,mobile_android,vpa_validation_failure,188,2,7,0.498,26.86,1,whatsapp,1,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000057,2544.99,upi,mobile_android,upi_app_switch_abort,159,2,12,0.708,13.25,0,whatsapp,0,0,0.8204386747606477,0.049994806056778376,0.8204386747606477,0.07442851737376392,0.0551380018088101
sess_42_000058,951.06,cod,mobile_android,otp_timeout,443,2,9,0.869,49.22,0,sms,0,0,0.6078175404546194,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000059,847.06,cod,mobile_android,genuine_browse_abandon,600,2,11,0.675,54.55,0,none,0,0,0.6457304331194986,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000060,395.47,upi,mobile_android,upi_app_switch_abort,600,2,11,0.586,54.55,0,sms,1,0,0.30745024516137914,0.22776474356861084,0.3397850697075843,0.30745024516137914,0.12499994156242572
sess_42_000061,1220.85,upi,mobile_ios,price_shock_breakdown,462,2,7,0.461,66.0,0,none,0,0,0.26900513210002774,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000062,1794.03,cod,mobile_android,price_shock_breakdown,600,2,9,0.464,66.67,1,none,0,0,0.32171299457016933,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000063,1676.82,netbanking,desktop,otp_timeout,265,1,5,0.846,53.0,0,email,0,0,0.24167595100157666,0.19786753336435833,0.16200023460108376,0.39845628103298136,0.24167595100157666
sess_42_000064,1830.56,netbanking,mobile_android,otp_timeout,412,2,9,0.513,45.78,0,whatsapp,0,0,0.18686957509559202,0.2282430144379751,0.18686957509559202,0.45962498828569537,0.12526242218073758
sess_42_000065,366.36,cod,mobile_android,genuine_browse_abandon,512,1,7,0.871,73.14,0,none,0,0,0.6784017024227375,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000066,2097.28,upi,mobile_android,otp_timeout,375,3,14,0.662,26.79,1,sms,1,0,0.45962498828569537,0.2282430144379751,0.18686957509559202,0.45962498828569537,0.12526242218073758
sess_42_000067,5690.74,card,mobile_ios,upi_app_switch_abort,600,2,7,0.556,85.71,1,whatsapp,1,1,0.8204386747606477,0.049994806056778376,0.8204386747606477,0.07442851737376392,0.0551380018088101
sess_42_000068,995.34,upi,mobile_android,genuine_browse_abandon,577,1,10,0.905,57.7,0,sms,0,0,0.17598207275468647,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000069,616.61,cod,mobile_ios,genuine_browse_abandon,515,1,9,0.73,57.22,1,none,0,0,0.6784017024227375,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000070,555.33,upi,mobile_android,genuine_browse_abandon,187,2,12,0.5,15.58,0,none,0,0,0.6784017024227375,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000071,1124.93,upi,mobile_android,vpa_validation_failure,227,2,7,0.666,32.43,0,sms,0,0,0.3631189468483686,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000072,1363.14,upi,mobile_android,upi_app_switch_abort,195,1,10,0.543,19.5,1,none,1,0,0.1780324901391686,0.1780324901391686,0.483942482820616,0.24031872484904457,0.0977063021911707
sess_42_000073,2080.31,card,mobile_android,price_shock_breakdown,297,1,4,0.592,74.25,0,email,0,0,0.17655983490276325,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000074,3215.86,card,mobile_android,otp_timeout,589,1,8,0.44,73.62,0,whatsapp,1,1,0.4456809751737707,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000075,874.25,cod,mobile_android,genuine_browse_abandon,315,3,12,0.608,26.25,0,none,0,0,0.6457304331194986,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000076,1222.28,cod,desktop,vpa_validation_failure,443,2,7,0.844,63.29,1,email,1,0,0.2782243497159696,0.22779083136758763,0.1864993589098446,0.30748546000659815,0.2782243497159696
sess_42_000077,526.69,card,mobile_android,price_shock_breakdown,124,2,12,0.648,10.33,1,none,1,0,0.2986858353899521,0.2986858353899521,0.13420819701225414,0.40318370559932304,0.16392226199847068
sess_42_000078,2761.87,card,mobile_android,price_shock_breakdown,600,2,10,0.507,60.0,0,whatsapp,0,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000079,1343.19,netbanking,mobile_ios,otp_timeout,600,1,5,0.546,120.0,0,sms,1,1,0.6078175404546194,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000080,1502.64,upi,mobile_android,genuine_browse_abandon,600,1,5,0.63,120.0,0,none,0,0,0.7014242657747766,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000081,4778.96,card,mobile_android,upi_app_switch_abort,600,2,8,0.446,75.0,0,whatsapp,0,0,0.8204386747606477,0.049994806056778376,0.8204386747606477,0.07442851737376392,0.0551380018088101
sess_42_000082,1940.22,cod,mobile_ios,otp_timeout,376,3,8,0.653,47.0,1,sms,0,0,0.45962498828569537,0.2282430144379751,0.18686957509559202,0.45962498828569537,0.12526242218073758
sess_42_000083,6381.29,cod,mobile_android,genuine_browse_abandon,420,2,11,0.458,38.18,0,none,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000084,3137.62,cod,mobile_ios,otp_timeout,136,1,10,0.817,13.6,1,sms,1,1,0.36489272043655063,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000085,1299.24,netbanking,mobile_android,otp_timeout,269,1,6,0.792,44.83,0,whatsapp,1,0,0.13562242514266395,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000086,775.79,upi,mobile_android,upi_app_switch_abort,371,1,10,0.695,37.1,1,whatsapp,1,0,0.3397850697075843,0.22776474356861084,0.3397850697075843,0.30745024516137914,0.12499994156242572
sess_42_000087,1589.8,cod,mobile_android,price_shock_breakdown,397,2,8,0.568,49.62,0,email,0,0,0.17655983490276325,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000088,3850.58,card,mobile_android,genuine_browse_abandon,155,1,5,0.694,31.0,0,email,0,0,0.0883920317919707,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000089,631.97,card,mobile_android,otp_timeout,368,2,6,0.869,61.33,1,sms,1,0,0.647434897682398,0.17644659353817646,0.0792825650965213,0.647434897682398,0.09683594368290428
sess_42_000090,1138.2,card,mobile_android,price_shock_breakdown,161,1,6,0.795,26.83,0,none,0,0,0.26900513210002774,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000091,961.03,cod,mobile_android,genuine_browse_abandon,600,1,5,0.867,120.0,0,none,0,0,0.6457304331194986,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000092,1306.61,cod,mobile_android,price_shock_breakdown,420,1,7,0.806,60.0,0,none,0,0,0.26900513210002774,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000093,2418.36,cod,mobile_android,genuine_browse_abandon,429,1,4,0.755,107.25,0,sms,0,0,0.10491105892118391,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000094,2083.37,upi,mobile_android,otp_timeout,224,1,10,0.704,22.4,0,sms,0,0,0.45962498828569537,0.2282430144379751,0.18686957509559202,0.45962498828569537,0.12526242218073758
sess_42_000095,2052.21,netbanking,mobile_android,upi_app_switch_abort,477,1,5,0.565,95.4,0,whatsapp,1,0,0.5427974771347435,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000096,631.74,upi,mobile_android,upi_app_switch_abort,109,2,11,0.882,9.91,1,whatsapp,1,0,0.3397850697075843,0.22776474356861084,0.3397850697075843,0.30745024516137914,0.12499994156242572
sess_42_000097,3062.48,upi,desktop,genuine_browse_abandon,485,1,9,0.78,53.89,0,email,0,0,0.17749265122720856,0.3574263069649042,0.3574263069649042,0.10765473484298313,0.17749265122720856
sess_42_000098,3801.53,card,desktop,otp_timeout,196,2,7,0.904,28.0,0,email,0,0,0.19727587123555898,0.08020638384327146,0.397264819819204,0.32525292510196563,0.19727587123555898
sess_42_000099,1504.33,cod,mobile_android,upi_app_switch_abort,329,1,7,0.833,47.0,1,none,1,0,0.1996840325575982,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000100,920.27,upi,mobile_android,upi_app_switch_abort,509,2,8,0.544,63.62,1,whatsapp,0,0,0.483942482820616,0.1780324901391686,0.483942482820616,0.24031872484904457,0.0977063021911707
sess_42_000101,3321.14,cod,mobile_ios,vpa_validation_failure,110,2,6,0.602,18.33,1,sms,0,0,0.17448184855563614,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000102,4916.19,upi,mobile_android,vpa_validation_failure,165,1,6,0.808,27.5,0,whatsapp,0,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000103,2395.87,cod,mobile_android,genuine_browse_abandon,434,2,8,0.651,54.25,0,none,1,0,0.7014242657747766,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000104,1046.69,netbanking,mobile_ios,price_shock_breakdown,600,2,9,0.535,66.67,0,none,0,0,0.26900513210002774,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000105,814.48,upi,mobile_ios,upi_app_switch_abort,499,2,8,0.886,62.38,0,none,0,0,0.1780324901391686,0.1780324901391686,0.483942482820616,0.24031872484904457,0.0977063021911707
sess_42_000106,2761.36,netbanking,mobile_android,price_shock_breakdown,537,1,9,0.702,59.67,0,email,0,0,0.12925933258824335,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000107,558.59,upi,mobile_android,genuine_browse_abandon,353,1,8,0.706,44.12,0,whatsapp,1,0,0.061543213951843805,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000108,634.09,card,mobile_android,price_shock_breakdown,165,2,7,0.61,23.57,1,whatsapp,0,0,0.13420819701225414,0.2986858353899521,0.13420819701225414,0.40318370559932304,0.16392226199847068
sess_42_000109,2116.85,cod,mobile_android,price_shock_breakdown,484,1,4,0.635,121.0,0,none,1,0,0.32171299457016933,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000110,5864.08,upi,mobile_android,price_shock_breakdown,600,1,8,0.567,75.0,0,email,0,0,0.12925933258824335,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000111,4281.57,cod,mobile_android,price_shock_breakdown,144,1,10,0.607,14.4,1,sms,0,0,0.17448184855563614,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000112,2403.91,netbanking,mobile_android,genuine_browse_abandon,600,1,7,0.485,85.71,0,none,0,0,0.7014242657747766,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000113,377.3,cod,mobile_android,price_shock_breakdown,265,1,9,0.629,29.44,0,whatsapp,0,0,0.13420819701225414,0.2986858353899521,0.13420819701225414,0.40318370559932304,0.16392226199847068
sess_42_000114,286.36,cod,mobile_android,price_shock_breakdown,550,2,9,0.636,61.11,1,none,1,0,0.2986858353899521,0.2986858353899521,0.13420819701225414,0.40318370559932304,0.16392226199847068
sess_42_000115,1586.91,upi,mobile_ios,upi_app_switch_abort,600,2,9,0.825,66.67,1,sms,0,0,0.14792956969787008,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000116,6791.68,netbanking,mobile_android,price_shock_breakdown,600,1,9,0.753,66.67,1,whatsapp,0,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000117,926.03,upi,mobile_android,price_shock_breakdown,600,1,6,0.822,100.0,0,whatsapp,1,0,0.2202427743860977,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000118,3452.39,cod,mobile_android,genuine_browse_abandon,166,2,7,0.796,23.71,1,none,1,1,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000119,2279.36,upi,mobile_android,upi_app_switch_abort,110,2,9,0.573,12.22,0,whatsapp,0,0,0.5427974771347435,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000120,1175.72,upi,mobile_android,vpa_validation_failure,314,1,8,0.857,39.25,1,sms,1,0,0.3631189468483686,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000121,1328.67,card,mobile_android,otp_timeout,206,1,8,0.467,25.75,1,none,1,1,0.16564960413762098,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000122,511.39,upi,mobile_android,genuine_browse_abandon,537,2,9,0.719,59.67,0,sms,0,0,0.18488603235859524,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000123,2514.33,cod,mobile_ios,price_shock_breakdown,488,1,10,0.868,48.8,1,sms,0,0,0.17448184855563614,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000124,1106.32,cod,mobile_ios,price_shock_breakdown,120,2,9,0.865,13.33,1,none,0,0,0.26900513210002774,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000125,3416.9,card,mobile_android,otp_timeout,176,1,10,0.829,17.6,0,whatsapp,1,1,0.4456809751737707,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000126,1526.78,upi,mobile_android,genuine_browse_abandon,272,3,11,0.813,24.73,1,none,0,0,0.7014242657747766,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000127,1447.73,cod,mobile_android,otp_timeout,600,1,10,0.758,60.0,0,sms,0,0,0.6078175404546194,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000128,370.3,card,mobile_android,genuine_browse_abandon,141,1,7,0.642,20.14,0,none,0,0,0.6784017024227375,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000129,2244.31,netbanking,mobile_android,genuine_browse_abandon,175,1,4,0.628,43.75,1,sms,0,0,0.10491105892118391,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000130,2652.05,card,mobile_android,otp_timeout,322,2,7,0.926,46.0,0,whatsapp,0,0,0.4456809751737707,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000131,4647.67,cod,mobile_android,genuine_browse_abandon,600,1,10,0.493,60.0,0,sms,0,0,0.11931676263392972,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000132,959.42,upi,mobile_android,vpa_validation_failure,409,1,4,0.883,102.25,0,whatsapp,0,0,0.2202427743860977,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000133,2205.59,upi,mobile_android,upi_app_switch_abort,555,2,7,0.466,79.29,1,whatsapp,1,0,0.5427974771347435,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000134,2440.16,upi,mobile_ios,otp_timeout,546,2,7,0.615,78.0,0,sms,0,0,0.45962498828569537,0.2282430144379751,0.18686957509559202,0.45962498828569537,0.12526242218073758
sess_42_000135,694.21,card,mobile_android,otp_timeout,192,2,6,0.816,32.0,0,sms,1,0,0.647434897682398,0.17644659353817646,0.0792825650965213,0.647434897682398,0.09683594368290428
sess_42_000136,1130.48,card,mobile_android,otp_timeout,364,2,11,0.646,33.09,0,none,0,0,0.16564960413762098,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
