session_id,cart_value,payment_method,device,diagnosis,duration_sec,attempt_count,events_count,sequence_entropy,mean_inter_event_time,is_returning_customer,assigned_action,realized_outcome,realized_rto,true_propensity_score,pi_0_none,pi_0_wa,pi_0_sms,pi_0_email
sess_42_000023,2435.49,upi,desktop,upi_app_switch_abort,600,1,6,0.732,100.0,0,none,0,0,0.17604075447594858,0.17604075447594858,0.47852838396019126,0.13041419849833935,0.2150166630655208
sess_42_000024,2023.2,cod,mobile_android,genuine_browse_abandon,412,1,4,0.692,103.0,0,none,0,0,0.7014242657747766,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000025,749.36,upi,mobile_android,vpa_validation_failure,491,3,10,0.442,49.1,1,sms,1,0,0.40318370559932304,0.2986858353899521,0.13420819701225414,0.40318370559932304,0.16392226199847068
sess_42_000026,968.51,upi,mobile_android,genuine_browse_abandon,227,1,9,0.916,25.22,0,none,0,0,0.6457304331194986,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000027,1057.28,netbanking,mobile_android,vpa_validation_failure,377,2,7,0.629,53.86,0,none,0,0,0.26900513210002774,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000028,1167.04,cod,mobile_ios,otp_timeout,525,1,4,0.527,131.25,0,none,0,0,0.16564960413762098,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000029,1251.9,card,mobile_android,genuine_browse_abandon,467,2,12,0.696,38.92,0,none,0,0,0.6457304331194986,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000030,745.24,upi,mobile_android,genuine_browse_abandon,346,2,11,0.75,31.45,1,email,0,0,0.07516905126682347,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000031,9079.18,upi,mobile_android,genuine_browse_abandon,78,2,10,0.914,7.8,1,none,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000032,5577.91,upi,mobile_ios,otp_timeout,468,2,11,0.918,42.55,0,whatsapp,1,0,0.4456809751737707,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000033,2225.8,upi,mobile_android,upi_app_switch_abort,321,1,7,0.789,45.86,1,none,0,0,0.1996840325575982,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000034,1762.97,card,mobile_ios,upi_app_switch_abort,249,2,7,0.804,35.57,0,sms,1,0,0.14792956969787008,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000035,7114.56,card,mobile_android,genuine_browse_abandon,596,1,5,0.597,119.2,0,whatsapp,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000036,6110.87,upi,mobile_android,genuine_browse_abandon,187,1,6,0.585,31.17,0,none,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000037,1038.01,netbanking,mobile_android,otp_timeout,600,1,6,0.603,100.0,0,whatsapp,0,0,0.13562242514266395,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000038,2177.12,card,mobile_android,otp_timeout,379,2,7,0.618,54.14,0,sms,0,0,0.45962498828569537,0.2282430144379751,0.18686957509559202,0.45962498828569537,0.12526242218073758
sess_42_000039,1576.87,card,mobile_android,genuine_browse_abandon,143,1,4,0.714,35.75,0,sms,0,0,0.10491105892118391,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000040,1477.32,card,mobile_android,otp_timeout,600,2,6,0.683,100.0,0,none,1,0,0.16564960413762098,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000041,1597.02,upi,mobile_android,price_shock_breakdown,600,1,6,0.601,100.0,0,whatsapp,0,0,0.2633963223194074,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000042,1695.53,cod,desktop,vpa_validation_failure,600,1,8,0.815,75.0,0,email,1,1,0.32304108720794833,0.2644836726048936,0.21654091644863488,0.19593432373852326,0.32304108720794833
sess_42_000043,2117.63,netbanking,desktop,otp_timeout,313,1,10,0.93,31.3,1,email,1,0,0.24167595100157666,0.19786753336435833,0.16200023460108376,0.39845628103298136,0.24167595100157666
sess_42_000044,2126.64,upi,mobile_ios,otp_timeout,600,2,7,0.699,85.71,0,none,1,0,0.2282430144379751,0.2282430144379751,0.18686957509559202,0.45962498828569537,0.12526242218073758
sess_42_000045,5316.85,upi,mobile_android,upi_app_switch_abort,477,1,8,0.608,59.62,0,whatsapp,1,1,0.8204386747606477,0.049994806056778376,0.8204386747606477,0.07442851737376392,0.0551380018088101
sess_42_000046,987.16,cod,mobile_android,price_shock_breakdown,294,3,13,0.829,22.62,0,email,0,0,0.14763314666550595,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000047,3733.83,cod,mobile_android,price_shock_breakdown,557,2,10,0.534,55.7,1,whatsapp,1,1,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000048,807.34,card,mobile_ios,otp_timeout,378,2,10,0.739,37.8,1,email,1,0,0.09091043026509557,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000049,2159.5,netbanking,mobile_android,genuine_browse_abandon,191,3,12,0.589,15.92,1,whatsapp,0,0,0.11594465130421318,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000050,3954.12,card,mobile_android,price_shock_breakdown,553,1,9,0.531,61.44,1,none,0,0,0.11695868075619749,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000051,2770.47,card,mobile_android,upi_app_switch_abort,253,2,10,0.706,25.3,1,whatsapp,1,0,0.8204386747606477,0.049994806056778376,0.8204386747606477,0.07442851737376392,0.0551380018088101
sess_42_000052,1426.13,card,mobile_android,otp_timeout,237,2,12,0.507,19.75,1,sms,0,0,0.6078175404546194,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000053,2238.58,upi,mobile_android,vpa_validation_failure,361,2,12,0.718,30.08,0,sms,1,1,0.23833084820766,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000054,6243.0,upi,mobile_android,otp_timeout,424,2,11,0.876,38.55,0,email,1,0,0.09944486736563182,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000055,1160.06,upi,mobile_android,price_shock_breakdown,460,1,10,0.809,46.0,0,sms,0,0,0.3631189468483686,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000056,2765.33,netbanking,mobile_ios,price_shock_breakdown,600,2,8,0.75,75.0,0,none,0,0,0.11695868075619749,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000057,3728.7,upi,mobile_android,vpa_validation_failure,375,1,4,0.452,93.75,0,whatsapp,0,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000058,1351.52,card,mobile_android,price_shock_breakdown,399,1,5,0.464,79.8,0,none,0,0,0.26900513210002774,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000059,6644.39,netbanking,mobile_android,otp_timeout,452,1,5,0.831,90.4,0,sms,1,0,0.36489272043655063,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000060,8560.55,cod,mobile_android,upi_app_switch_abort,507,2,10,0.833,50.7,0,whatsapp,0,0,0.8204386747606477,0.049994806056778376,0.8204386747606477,0.07442851737376392,0.0551380018088101
sess_42_000061,4107.31,upi,mobile_android,upi_app_switch_abort,600,1,5,0.492,120.0,1,whatsapp,1,0,0.8204386747606477,0.049994806056778376,0.8204386747606477,0.07442851737376392,0.0551380018088101
sess_42_000062,4113.85,upi,mobile_android,otp_timeout,262,2,12,0.688,21.83,0,whatsapp,0,0,0.4456809751737707,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000063,494.46,upi,mobile_android,upi_app_switch_abort,98,1,10,0.922,9.8,0,whatsapp,0,0,0.3397850697075843,0.22776474356861084,0.3397850697075843,0.30745024516137914,0.12499994156242572
sess_42_000064,671.36,cod,mobile_android,price_shock_breakdown,600,1,6,0.825,100.0,1,email,0,0,0.16392226199847068,0.2986858353899521,0.13420819701225414,0.40318370559932304,0.16392226199847068
sess_42_000065,1697.08,upi,desktop,upi_app_switch_abort,600,1,9,0.659,66.67,1,email,0,0,0.2150166630655208,0.17604075447594858,0.47852838396019126,0.13041419849833935,0.2150166630655208
sess_42_000066,1103.99,upi,mobile_android,price_shock_breakdown,194,1,7,0.639,27.71,0,none,0,0,0.26900513210002774,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000067,2891.15,upi,desktop,upi_app_switch_abort,194,2,12,0.688,16.17,0,email,0,0,0.1145819926752455,0.049837407703541635,0.766083108012708,0.06949749160850477,0.1145819926752455
sess_42_000068,213.69,netbanking,mobile_android,price_shock_breakdown,364,2,8,0.448,45.5,0,sms,0,0,0.40318370559932304,0.2986858353899521,0.13420819701225414,0.40318370559932304,0.16392226199847068
sess_42_000069,2877.15,card,mobile_android,genuine_browse_abandon,598,1,4,0.738,149.5,1,none,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000070,1584.77,upi,mobile_android,genuine_browse_abandon,294,2,6,0.64,49.0,0,none,0,0,0.7014242657747766,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000071,1204.3,upi,mobile_android,genuine_browse_abandon,515,1,8,0.487,64.38,1,none,0,0,0.6457304331194986,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000072,7554.86,cod,mobile_android,price_shock_breakdown,409,1,8,0.439,51.12,0,none,0,0,0.11695868075619749,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000073,1435.04,upi,mobile_android,upi_app_switch_abort,573,1,4,0.723,143.25,1,sms,0,0,0.24031872484904457,0.1780324901391686,0.483942482820616,0.24031872484904457,0.0977063021911707
sess_42_000074,537.77,card,mobile_android,otp_timeout,174,2,11,0.741,15.82,1,whatsapp,1,0,0.0792825650965213,0.17644659353817646,0.0792825650965213,0.647434897682398,0.09683594368290428
sess_42_000075,2547.13,upi,mobile_android,otp_timeout,580,1,5,0.805,116.0,0,whatsapp,0,0,0.4456809751737707,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000076,2408.19,card,mobile_android,price_shock_breakdown,389,1,10,0.501,38.9,0,whatsapp,0,0,0.2633963223194074,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000077,1586.91,upi,mobile_ios,upi_app_switch_abort,105,2,11,0.476,9.55,0,whatsapp,0,0,0.5427974771347435,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000078,10545.65,upi,mobile_android,upi_app_switch_abort,600,2,10,0.859,60.0,1,whatsapp,1,1,0.8204386747606477,0.049994806056778376,0.8204386747606477,0.07442851737376392,0.0551380018088101
sess_42_000079,2116.62,cod,mobile_android,upi_app_switch_abort,507,1,8,0.49,63.38,1,whatsapp,0,0,0.5427974771347435,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000080,3870.32,card,mobile_android,otp_timeout,81,1,8,0.492,10.12,1,sms,0,0,0.36489272043655063,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000081,2303.77,upi,mobile_android,price_shock_breakdown,227,2,9,0.906,25.22,0,whatsapp,0,0,0.2633963223194074,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000082,4688.77,cod,mobile_ios,price_shock_breakdown,600,1,4,0.478,150.0,1,none,0,0,0.11695868075619749,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000083,1410.7,upi,mobile_ios,upi_app_switch_abort,259,1,4,0.646,64.75,0,email,0,0,0.0977063021911707,0.1780324901391686,0.483942482820616,0.24031872484904457,0.0977063021911707
sess_42_000084,814.39,cod,mobile_android,genuine_browse_abandon,600,3,13,0.895,46.15,1,none,1,0,0.6457304331194986,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000085,3210.89,upi,mobile_android,vpa_validation_failure,436,2,7,0.558,62.29,1,whatsapp,1,1,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000086,2263.01,netbanking,mobile_android,price_shock_breakdown,182,1,10,0.664,18.2,1,email,1,0,0.17655983490276325,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000087,3282.68,cod,mobile_android,genuine_browse_abandon,408,2,8,0.921,51.0,0,none,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000088,1138.5,upi,mobile_android,price_shock_breakdown,92,2,9,0.583,10.22,0,none,0,0,0.26900513210002774,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000089,2591.89,card,mobile_ios,genuine_browse_abandon,504,2,8,0.815,63.0,0,whatsapp,1,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000090,546.92,upi,mobile_android,vpa_validation_failure,94,2,9,0.754,10.44,1,none,0,0,0.2986858353899521,0.2986858353899521,0.13420819701225414,0.40318370559932304,0.16392226199847068
sess_42_000091,1261.63,cod,desktop,price_shock_breakdown,449,2,6,0.785,74.83,1,sms,0,0,0.30748546000659815,0.22779083136758763,0.1864993589098446,0.30748546000659815,0.2782243497159696
sess_42_000092,1065.83,upi,desktop,upi_app_switch_abort,227,1,4,0.603,56.75,0,sms,0,0,0.2146195237037115,0.1589940536737414,0.4321906469343732,0.2146195237037115,0.19419577568817373
sess_42_000093,2622.73,card,mobile_android,genuine_browse_abandon,198,1,5,0.778,39.6,0,whatsapp,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000094,1257.45,card,mobile_android,genuine_browse_abandon,197,2,8,0.72,24.62,0,whatsapp,0,0,0.10673852268549665,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000095,645.73,cod,mobile_android,price_shock_breakdown,318,1,8,0.868,39.75,1,sms,1,1,0.40318370559932304,0.2986858353899521,0.13420819701225414,0.40318370559932304,0.16392226199847068
sess_42_000096,1180.65,netbanking,desktop,otp_timeout,521,2,12,0.59,43.42,0,email,1,1,0.18204269596679412,0.14904395356123945,0.12202686834091331,0.5468864821310532,0.18204269596679412
sess_42_000097,2832.36,cod,mobile_android,upi_app_switch_abort,600,2,10,0.481,60.0,0,whatsapp,1,1,0.8204386747606477,0.049994806056778376,0.8204386747606477,0.07442851737376392,0.0551380018088101
sess_42_000098,1994.83,upi,mobile_android,price_shock_breakdown,443,1,9,0.599,49.22,1,none,0,0,0.32171299457016933,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000099,1034.0,card,mobile_ios,genuine_browse_abandon,564,2,8,0.806,70.5,1,none,0,0,0.6457304331194986,0.6457304331194986,0.10673852268549665,0.17598207275468647,0.07154897144031824
sess_42_000100,3392.8,card,mobile_android,otp_timeout,600,1,8,0.689,75.0,0,sms,0,0,0.36489272043655063,0.08998143702404678,0.4456809751737707,0.36489272043655063,0.09944486736563182
sess_42_000101,5849.17,upi,desktop,price_shock_breakdown,412,1,6,0.691,68.67,0,whatsapp,0,0,0.5000810046968293,0.10096461356355876,0.5000810046968293,0.1506215041019237,0.24833287763768827
sess_42_000102,3574.64,cod,mobile_ios,genuine_browse_abandon,129,2,6,0.499,21.5,0,whatsapp,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000103,320.34,cod,mobile_android,genuine_browse_abandon,295,1,9,0.514,32.78,1,none,0,0,0.6784017024227375,0.6784017024227375,0.061543213951843805,0.18488603235859524,0.07516905126682347
sess_42_000104,2160.01,upi,mobile_ios,genuine_browse_abandon,600,1,10,0.516,60.0,1,sms,0,0,0.10491105892118391,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000105,1625.59,upi,mobile_ios,upi_app_switch_abort,545,1,5,0.645,109.0,1,whatsapp,0,0,0.5427974771347435,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000106,392.76,upi,mobile_android,upi_app_switch_abort,600,2,9,0.704,66.67,0,sms,0,0,0.30745024516137914,0.22776474356861084,0.3397850697075843,0.30745024516137914,0.12499994156242572
sess_42_000107,686.9,cod,mobile_ios,otp_timeout,234,2,6,0.896,39.0,0,sms,0,0,0.647434897682398,0.17644659353817646,0.0792825650965213,0.647434897682398,0.09683594368290428
sess_42_000108,3292.16,cod,mobile_android,price_shock_breakdown,177,2,7,0.584,25.29,1,whatsapp,1,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000109,2078.19,card,mobile_ios,upi_app_switch_abort,580,2,8,0.483,72.5,0,sms,1,0,0.14792956969787008,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000110,1920.76,cod,mobile_ios,price_shock_breakdown,600,1,7,0.657,85.71,1,sms,0,0,0.23833084820766,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000111,1110.35,cod,desktop,genuine_browse_abandon,315,2,7,0.694,45.0,0,none,0,0,0.5936734669792981,0.5936734669792981,0.09813356405833273,0.16179489443258677,0.14639807452978248
sess_42_000112,4071.28,cod,mobile_ios,genuine_browse_abandon,600,1,9,0.734,66.67,0,whatsapp,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000113,718.85,upi,desktop,price_shock_breakdown,460,1,5,0.858,92.0,0,none,1,0,0.24871968248815027,0.24871968248815027,0.11175695728796482,0.3357364540241366,0.3037869061997484
sess_42_000114,928.95,netbanking,mobile_android,otp_timeout,529,1,9,0.652,58.78,0,whatsapp,1,0,0.13562242514266395,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000115,1424.65,cod,mobile_android,otp_timeout,258,1,6,0.448,43.0,0,sms,1,1,0.6078175404546194,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000116,575.76,upi,mobile_android,upi_app_switch_abort,542,2,9,0.882,60.22,0,whatsapp,0,0,0.3397850697075843,0.22776474356861084,0.3397850697075843,0.30745024516137914,0.12499994156242572
sess_42_000117,933.33,card,mobile_android,otp_timeout,137,2,7,0.629,19.57,0,email,0,0,0.09091043026509557,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000118,4008.52,card,mobile_ios,price_shock_breakdown,530,3,14,0.467,37.86,0,whatsapp,0,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000119,959.86,card,mobile_android,price_shock_breakdown,277,1,6,0.568,46.17,1,whatsapp,0,0,0.2202427743860977,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000120,3247.55,cod,mobile_android,genuine_browse_abandon,600,1,4,0.644,150.0,0,none,0,0,0.39614560278704986,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000121,2910.89,upi,mobile_android,genuine_browse_abandon,395,2,10,0.908,39.5,0,sms,0,0,0.11931676263392972,0.39614560278704986,0.39614560278704986,0.11931676263392972,0.0883920317919707
sess_42_000122,1593.48,netbanking,mobile_ios,otp_timeout,416,1,6,0.446,69.33,0,whatsapp,0,0,0.18686957509559202,0.2282430144379751,0.18686957509559202,0.45962498828569537,0.12526242218073758
sess_42_000123,623.78,upi,mobile_android,otp_timeout,547,2,9,0.873,60.78,0,sms,1,1,0.647434897682398,0.17644659353817646,0.0792825650965213,0.647434897682398,0.09683594368290428
sess_42_000124,1896.11,card,desktop,otp_timeout,574,1,9,0.481,63.78,0,sms,0,0,0.39845628103298136,0.19786753336435833,0.16200023460108376,0.39845628103298136,0.24167595100157666
sess_42_000125,371.26,upi,mobile_android,upi_app_switch_abort,304,1,4,0.743,76.0,1,whatsapp,1,0,0.3397850697075843,0.22776474356861084,0.3397850697075843,0.30745024516137914,0.12499994156242572
sess_42_000126,1216.0,upi,mobile_android,upi_app_switch_abort,302,2,11,0.519,27.45,0,email,0,0,0.0977063021911707,0.1780324901391686,0.483942482820616,0.24031872484904457,0.0977063021911707
sess_42_000127,2169.91,upi,mobile_android,vpa_validation_failure,600,2,8,0.602,75.0,0,none,1,0,0.32171299457016933,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000128,3470.86,card,mobile_ios,price_shock_breakdown,322,1,5,0.85,64.4,1,whatsapp,1,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000129,1613.54,upi,mobile_android,genuine_browse_abandon,347,3,11,0.742,31.55,1,none,0,0,0.7014242657747766,0.7014242657747766,0.11594465130421318,0.10491105892118391,0.07772002399982632
sess_42_000130,1145.99,cod,mobile_android,otp_timeout,416,2,9,0.855,46.22,1,sms,1,0,0.6078175404546194,0.16564960413762098,0.13562242514266395,0.6078175404546194,0.09091043026509557
sess_42_000131,1079.21,upi,mobile_android,price_shock_breakdown,600,2,6,0.55,100.0,0,sms,0,0,0.3631189468483686,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000132,1272.55,netbanking,mobile_android,price_shock_breakdown,501,1,9,0.676,55.67,0,whatsapp,0,0,0.2202427743860977,0.26900513210002774,0.2202427743860977,0.3631189468483686,0.14763314666550595
sess_42_000133,2887.37,upi,mobile_android,price_shock_breakdown,510,2,12,0.551,42.5,0,none,0,0,0.11695868075619749,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
sess_42_000134,2350.94,upi,mobile_android,price_shock_breakdown,268,2,8,0.858,33.5,0,none,0,0,0.32171299457016933,0.32171299457016933,0.2633963223194074,0.23833084820766,0.17655983490276325
sess_42_000135,1778.43,card,mobile_android,upi_app_switch_abort,261,2,7,0.705,37.29,0,none,0,0,0.1996840325575982,0.1996840325575982,0.5427974771347435,0.14792956969787008,0.10958892060978828
sess_42_000136,2900.18,upi,mobile_android,vpa_validation_failure,600,1,5,0.685,120.0,1,whatsapp,1,0,0.579300138099923,0.11695868075619749,0.579300138099923,0.17448184855563614,0.12925933258824335
